workerid,input_measurement,user_ranking,our_ranking,object_name,multiplier,multScore,multScore_w,normFam,normFam_w,normV,normV_w,totalScore,,,,,,,,,
A18T2RB58399AD,50,5,1,microwave,1.8,0,0,0.395,1.975,0.21,0.42,2.395,,,,,,,,,
A18T2RB58399AD,50,6,5,footlocker,3.5,0.1,0.4,0.275,1.375,0.48,0.96,2.735,,,,,,,,,
A18T2RB58399AD,50,7,8,desktop_computer,2.6,0,0,0.385,1.925,0.48,0.96,2.885,,,,,,,,,
A18T2RB58399AD,50,8,3,personal_computer,2.5,0,0,0.41,2.05,0.31,0.62,2.67,,,,,,,,,
A1ME089VLGOBBI,50,1,1,microwave,1.8,0,0,0.395,1.975,0.21,0.42,2.395,,,,,,,,,
A1ME089VLGOBBI,50,2,7,box_spring,1.2,0,0,0.465,2.325,0.24,0.48,2.805,,,,,,,,,
A1ME089VLGOBBI,50,3,4,starter,5.6,0.1,0.4,0.315,1.575,0.35,0.7,2.675,,,,,,,,,
A1ME089VLGOBBI,50,4,2,medicine_ball,5,0.1,0.4,0.21,1.05,0.56,1.12,2.57,,,,,,,,,
A1ME089VLGOBBI,50,5,6,electric_heater,6.4,0.1,0.4,0.11,0.55,0.92,1.84,2.79,,,,,,,,,
A1ME089VLGOBBI,50,6,5,footlocker,3.5,0.1,0.4,0.275,1.375,0.48,0.96,2.735,,,,,,,,,
A1ME089VLGOBBI,50,7,8,desktop_computer,2.6,0,0,0.385,1.925,0.48,0.96,2.885,,,,,,,,,
A1ME089VLGOBBI,50,8,3,personal_computer,2.5,0,0,0.41,2.05,0.31,0.62,2.67,,,,,,,,,
A2AAY4VT9L71SY,100,1,4,air_conditioner,2,0,0,0.385,1.925,0.37,0.74,2.665,,,,,,,,,
A2AAY4VT9L71SY,100,2,7,double_bed,2,0,0,0.285,1.425,0.81,1.62,3.045,,,,,,,,,
A2AAY4VT9L71SY,100,3,3,platform_bed,1.1,0,0,0.37,1.85,0.37,0.74,2.59,,,,,,,,,
A2AAY4VT9L71SY,100,4,6,console_table,2.5,0,0,0.415,2.075,0.41,0.82,2.895,,,,,,,,,
A2AAY4VT9L71SY,100,5,8,dressing_table,3,0,0,0.38,1.9,0.67,1.34,3.24,,,,,,,,,
A2AAY4VT9L71SY,100,6,2,bench_press,1.1,0,0,0.28,1.4,0.3,0.6,2,,,,,,,,,
A2AAY4VT9L71SY,100,7,1,secretary,1.4,0,0,0.195,0.975,0.46,0.92,1.895,,,,,,,,,
A2AAY4VT9L71SY,100,8,5,chest_of_drawers,1.2,0,0,0.385,1.925,0.37,0.74,2.665,,,,,,,,,
A18GYN4DMA96MY,100,1,1,secretary,1.4,0,0,0.195,0.975,0.46,0.92,1.895,,,,,,,,,
A18GYN4DMA96MY,100,2,2,bench_press,1.1,0,0,0.28,1.4,0.3,0.6,2,,,,,,,,,
A18GYN4DMA96MY,100,3,5,chest_of_drawers,1.2,0,0,0.385,1.925,0.37,0.74,2.665,,,,,,,,,
A18GYN4DMA96MY,100,4,8,dressing_table,3,0,0,0.38,1.9,0.67,1.34,3.24,,,,,,,,,
A18GYN4DMA96MY,100,5,4,air_conditioner,2,0,0,0.385,1.925,0.37,0.74,2.665,,,,,,,,,
A18GYN4DMA96MY,100,6,3,platform_bed,1.1,0,0,0.37,1.85,0.37,0.74,2.59,,,,,,,,,
A18GYN4DMA96MY,100,7,7,double_bed,2,0,0,0.285,1.425,0.81,1.62,3.045,,,,,,,,,
A18GYN4DMA96MY,100,8,6,console_table,2.5,0,0,0.415,2.075,0.41,0.82,2.895,,,,,,,,,
A154X03NKVZZL1,100,1,5,chest_of_drawers,1.2,0,0,0.385,1.925,0.37,0.74,2.665,,,,,,,,,
A154X03NKVZZL1,100,2,4,air_conditioner,2,0,0,0.385,1.925,0.37,0.74,2.665,,,,,,,,,
A154X03NKVZZL1,100,3,2,bench_press,1.1,0,0,0.28,1.4,0.3,0.6,2,,,,,,,,,
A154X03NKVZZL1,100,4,7,double_bed,2,0,0,0.285,1.425,0.81,1.62,3.045,,,,,,,,,
A154X03NKVZZL1,100,5,1,secretary,1.4,0,0,0.195,0.975,0.46,0.92,1.895,,,,,,,,,
A154X03NKVZZL1,100,6,3,platform_bed,1.1,0,0,0.37,1.85,0.37,0.74,2.59,,,,,,,,,
A154X03NKVZZL1,100,7,6,console_table,2.5,0,0,0.415,2.075,0.41,0.82,2.895,,,,,,,,,
A154X03NKVZZL1,100,8,8,dressing_table,3,0,0,0.38,1.9,0.67,1.34,3.24,,,,,,,,,
A7KLTVEIASF4J,100,1,4,air_conditioner,2,0,0,0.385,1.925,0.37,0.74,2.665,,,,,,,,,
A7KLTVEIASF4J,100,2,5,chest_of_drawers,1.2,0,0,0.385,1.925,0.37,0.74,2.665,,,,,,,,,
A7KLTVEIASF4J,100,3,7,double_bed,2,0,0,0.285,1.425,0.81,1.62,3.045,,,,,,,,,
A7KLTVEIASF4J,100,4,2,bench_press,1.1,0,0,0.28,1.4,0.3,0.6,2,,,,,,,,,
A7KLTVEIASF4J,100,5,3,platform_bed,1.1,0,0,0.37,1.85,0.37,0.74,2.59,,,,,,,,,
A7KLTVEIASF4J,100,6,1,secretary,1.4,0,0,0.195,0.975,0.46,0.92,1.895,,,,,,,,,
A7KLTVEIASF4J,100,7,6,console_table,2.5,0,0,0.415,2.075,0.41,0.82,2.895,,,,,,,,,
A7KLTVEIASF4J,100,8,8,dressing_table,3,0,0,0.38,1.9,0.67,1.34,3.24,,,,,,,,,
A28GJDYQQ6KGEO,100,1,5,chest_of_drawers,1.2,0,0,0.385,1.925,0.37,0.74,2.665,,,,,,,,,
A28GJDYQQ6KGEO,100,2,7,double_bed,2,0,0,0.285,1.425,0.81,1.62,3.045,,,,,,,,,
A28GJDYQQ6KGEO,100,3,1,secretary,1.4,0,0,0.195,0.975,0.46,0.92,1.895,,,,,,,,,
A28GJDYQQ6KGEO,100,4,6,console_table,2.5,0,0,0.415,2.075,0.41,0.82,2.895,,,,,,,,,
A28GJDYQQ6KGEO,100,5,2,bench_press,1.1,0,0,0.28,1.4,0.3,0.6,2,,,,,,,,,
A28GJDYQQ6KGEO,100,6,3,platform_bed,1.1,0,0,0.37,1.85,0.37,0.74,2.59,,,,,,,,,
A28GJDYQQ6KGEO,100,7,8,dressing_table,3,0,0,0.38,1.9,0.67,1.34,3.24,,,,,,,,,
A28GJDYQQ6KGEO,100,8,4,air_conditioner,2,0,0,0.385,1.925,0.37,0.74,2.665,,,,,,,,,
AZ2KGWN5E32AA,100,1,4,air_conditioner,2,0,0,0.385,1.925,0.37,0.74,2.665,,,,,,,,,
AZ2KGWN5E32AA,100,2,5,chest_of_drawers,1.2,0,0,0.385,1.925,0.37,0.74,2.665,,,,,,,,,
AZ2KGWN5E32AA,100,3,8,dressing_table,3,0,0,0.38,1.9,0.67,1.34,3.24,,,,,,,,,
AZ2KGWN5E32AA,100,4,2,bench_press,1.1,0,0,0.28,1.4,0.3,0.6,2,,,,,,,,,
AZ2KGWN5E32AA,100,5,1,secretary,1.4,0,0,0.195,0.975,0.46,0.92,1.895,,,,,,,,,
AZ2KGWN5E32AA,100,6,6,console_table,2.5,0,0,0.415,2.075,0.41,0.82,2.895,,,,,,,,,
AZ2KGWN5E32AA,100,7,7,double_bed,2,0,0,0.285,1.425,0.81,1.62,3.045,,,,,,,,,
AZ2KGWN5E32AA,100,8,3,platform_bed,1.1,0,0,0.37,1.85,0.37,0.74,2.59,,,,,,,,,
A13JDB1LY9ZTQY,100,1,7,double_bed,2,0,0,0.285,1.425,0.81,1.62,3.045,,,,,,,,,
A13JDB1LY9ZTQY,100,2,8,dressing_table,3,0,0,0.38,1.9,0.67,1.34,3.24,,,,,,,,,
A13JDB1LY9ZTQY,100,3,3,platform_bed,1.1,0,0,0.37,1.85,0.37,0.74,2.59,,,,,,,,,
A13JDB1LY9ZTQY,100,4,6,console_table,2.5,0,0,0.415,2.075,0.41,0.82,2.895,,,,,,,,,
A13JDB1LY9ZTQY,100,5,5,chest_of_drawers,1.2,0,0,0.385,1.925,0.37,0.74,2.665,,,,,,,,,
A13JDB1LY9ZTQY,100,6,2,bench_press,1.1,0,0,0.28,1.4,0.3,0.6,2,,,,,,,,,
A13JDB1LY9ZTQY,100,7,1,secretary,1.4,0,0,0.195,0.975,0.46,0.92,1.895,,,,,,,,,
A13JDB1LY9ZTQY,100,8,4,air_conditioner,2,0,0,0.385,1.925,0.37,0.74,2.665,,,,,,,,,
A3D1ZQJJNZYYYI,100,1,3,platform_bed,1.1,0,0,0.37,1.85,0.37,0.74,2.59,,,,,,,,,
A3D1ZQJJNZYYYI,100,2,4,air_conditioner,2,0,0,0.385,1.925,0.37,0.74,2.665,,,,,,,,,
A3D1ZQJJNZYYYI,100,3,8,dressing_table,3,0,0,0.38,1.9,0.67,1.34,3.24,,,,,,,,,
A3D1ZQJJNZYYYI,100,4,1,secretary,1.4,0,0,0.195,0.975,0.46,0.92,1.895,,,,,,,,,
A3D1ZQJJNZYYYI,100,5,6,console_table,2.5,0,0,0.415,2.075,0.41,0.82,2.895,,,,,,,,,
A3D1ZQJJNZYYYI,100,6,5,chest_of_drawers,1.2,0,0,0.385,1.925,0.37,0.74,2.665,,,,,,,,,
A3D1ZQJJNZYYYI,100,7,7,double_bed,2,0,0,0.285,1.425,0.81,1.62,3.045,,,,,,,,,
A3D1ZQJJNZYYYI,100,8,2,bench_press,1.1,0,0,0.28,1.4,0.3,0.6,2,,,,,,,,,
A1LDZINXOZSW48,100,1,3,platform_bed,1.1,0,0,0.37,1.85,0.37,0.74,2.59,,,,,,,,,
A1LDZINXOZSW48,100,2,2,bench_press,1.1,0,0,0.28,1.4,0.3,0.6,2,,,,,,,,,
A1LDZINXOZSW48,100,3,1,secretary,1.4,0,0,0.195,0.975,0.46,0.92,1.895,,,,,,,,,
A1LDZINXOZSW48,100,4,7,double_bed,2,0,0,0.285,1.425,0.81,1.62,3.045,,,,,,,,,
A1LDZINXOZSW48,100,5,4,air_conditioner,2,0,0,0.385,1.925,0.37,0.74,2.665,,,,,,,,,
A1LDZINXOZSW48,100,6,6,console_table,2.5,0,0,0.415,2.075,0.41,0.82,2.895,,,,,,,,,
A1LDZINXOZSW48,100,7,5,chest_of_drawers,1.2,0,0,0.385,1.925,0.37,0.74,2.665,,,,,,,,,
A1LDZINXOZSW48,100,8,8,dressing_table,3,0,0,0.38,1.9,0.67,1.34,3.24,,,,,,,,,
A1OSRB1Q63XXWZ,100,1,3,platform_bed,1.1,0,0,0.37,1.85,0.37,0.74,2.59,,,,,,,,,
A1OSRB1Q63XXWZ,100,2,8,dressing_table,3,0,0,0.38,1.9,0.67,1.34,3.24,,,,,,,,,
A1OSRB1Q63XXWZ,100,3,1,secretary,1.4,0,0,0.195,0.975,0.46,0.92,1.895,,,,,,,,,
A1OSRB1Q63XXWZ,100,4,7,double_bed,2,0,0,0.285,1.425,0.81,1.62,3.045,,,,,,,,,
A1OSRB1Q63XXWZ,100,5,5,chest_of_drawers,1.2,0,0,0.385,1.925,0.37,0.74,2.665,,,,,,,,,
A1OSRB1Q63XXWZ,100,6,2,bench_press,1.1,0,0,0.28,1.4,0.3,0.6,2,,,,,,,,,
A1OSRB1Q63XXWZ,100,7,4,air_conditioner,2,0,0,0.385,1.925,0.37,0.74,2.665,,,,,,,,,
A1OSRB1Q63XXWZ,100,8,6,console_table,2.5,0,0,0.415,2.075,0.41,0.82,2.895,,,,,,,,,
ATBIPUCO3EKS6,100,1,2,bench_press,1.1,0,0,0.28,1.4,0.3,0.6,2,,,,,,,,,
ATBIPUCO3EKS6,100,2,3,platform_bed,1.1,0,0,0.37,1.85,0.37,0.74,2.59,,,,,,,,,
ATBIPUCO3EKS6,100,3,7,double_bed,2,0,0,0.285,1.425,0.81,1.62,3.045,,,,,,,,,
ATBIPUCO3EKS6,100,4,4,air_conditioner,2,0,0,0.385,1.925,0.37,0.74,2.665,,,,,,,,,
ATBIPUCO3EKS6,100,5,6,console_table,2.5,0,0,0.415,2.075,0.41,0.82,2.895,,,,,,,,,
ATBIPUCO3EKS6,100,6,5,chest_of_drawers,1.2,0,0,0.385,1.925,0.37,0.74,2.665,,,,,,,,,
ATBIPUCO3EKS6,100,7,1,secretary,1.4,0,0,0.195,0.975,0.46,0.92,1.895,,,,,,,,,
ATBIPUCO3EKS6,100,8,8,dressing_table,3,0,0,0.38,1.9,0.67,1.34,3.24,,,,,,,,,
A25AJ66CYVUTBR,100,1,4,air_conditioner,2,0,0,0.385,1.925,0.37,0.74,2.665,,,,,,,,,
A25AJ66CYVUTBR,100,2,2,bench_press,1.1,0,0,0.28,1.4,0.3,0.6,2,,,,,,,,,
A25AJ66CYVUTBR,100,3,1,secretary,1.4,0,0,0.195,0.975,0.46,0.92,1.895,,,,,,,,,
A25AJ66CYVUTBR,100,4,5,chest_of_drawers,1.2,0,0,0.385,1.925,0.37,0.74,2.665,,,,,,,,,
A25AJ66CYVUTBR,100,5,8,dressing_table,3,0,0,0.38,1.9,0.67,1.34,3.24,,,,,,,,,
A25AJ66CYVUTBR,100,6,7,double_bed,2,0,0,0.285,1.425,0.81,1.62,3.045,,,,,,,,,
A25AJ66CYVUTBR,100,7,3,platform_bed,1.1,0,0,0.37,1.85,0.37,0.74,2.59,,,,,,,,,
A25AJ66CYVUTBR,100,8,6,console_table,2.5,0,0,0.415,2.075,0.41,0.82,2.895,,,,,,,,,
A3SHLGG66PJXEB,100,1,2,bench_press,1.1,0,0,0.28,1.4,0.3,0.6,2,,,,,,,,,
A3SHLGG66PJXEB,100,2,4,air_conditioner,2,0,0,0.385,1.925,0.37,0.74,2.665,,,,,,,,,
A3SHLGG66PJXEB,100,3,3,platform_bed,1.1,0,0,0.37,1.85,0.37,0.74,2.59,,,,,,,,,
A3SHLGG66PJXEB,100,4,1,secretary,1.4,0,0,0.195,0.975,0.46,0.92,1.895,,,,,,,,,
A3SHLGG66PJXEB,100,5,7,double_bed,2,0,0,0.285,1.425,0.81,1.62,3.045,,,,,,,,,
A3SHLGG66PJXEB,100,6,5,chest_of_drawers,1.2,0,0,0.385,1.925,0.37,0.74,2.665,,,,,,,,,
A3SHLGG66PJXEB,100,7,6,console_table,2.5,0,0,0.415,2.075,0.41,0.82,2.895,,,,,,,,,
A3SHLGG66PJXEB,100,8,8,dressing_table,3,0,0,0.38,1.9,0.67,1.34,3.24,,,,,,,,,
A28AX4H70DPKKK,100,1,5,chest_of_drawers,1.2,0,0,0.385,1.925,0.37,0.74,2.665,,,,,,,,,
A28AX4H70DPKKK,100,2,2,bench_press,1.1,0,0,0.28,1.4,0.3,0.6,2,,,,,,,,,
A28AX4H70DPKKK,100,3,4,air_conditioner,2,0,0,0.385,1.925,0.37,0.74,2.665,,,,,,,,,
A28AX4H70DPKKK,100,4,1,secretary,1.4,0,0,0.195,0.975,0.46,0.92,1.895,,,,,,,,,
A28AX4H70DPKKK,100,5,8,dressing_table,3,0,0,0.38,1.9,0.67,1.34,3.24,,,,,,,,,
A28AX4H70DPKKK,100,6,3,platform_bed,1.1,0,0,0.37,1.85,0.37,0.74,2.59,,,,,,,,,
A28AX4H70DPKKK,100,7,7,double_bed,2,0,0,0.285,1.425,0.81,1.62,3.045,,,,,,,,,
A28AX4H70DPKKK,100,8,6,console_table,2.5,0,0,0.415,2.075,0.41,0.82,2.895,,,,,,,,,
ACGZDI611LU0I,100,1,8,dressing_table,3,0,0,0.38,1.9,0.67,1.34,3.24,,,,,,,,,
ACGZDI611LU0I,100,2,7,double_bed,2,0,0,0.285,1.425,0.81,1.62,3.045,,,,,,,,,
ACGZDI611LU0I,100,3,6,console_table,2.5,0,0,0.415,2.075,0.41,0.82,2.895,,,,,,,,,
ACGZDI611LU0I,100,4,3,platform_bed,1.1,0,0,0.37,1.85,0.37,0.74,2.59,,,,,,,,,
ACGZDI611LU0I,100,5,1,secretary,1.4,0,0,0.195,0.975,0.46,0.92,1.895,,,,,,,,,
ACGZDI611LU0I,100,6,5,chest_of_drawers,1.2,0,0,0.385,1.925,0.37,0.74,2.665,,,,,,,,,
ACGZDI611LU0I,100,7,2,bench_press,1.1,0,0,0.28,1.4,0.3,0.6,2,,,,,,,,,
ACGZDI611LU0I,100,8,4,air_conditioner,2,0,0,0.385,1.925,0.37,0.74,2.665,,,,,,,,,
A3S0INU046UTYK,100,1,4,air_conditioner,2,0,0,0.385,1.925,0.37,0.74,2.665,,,,,,,,,
A3S0INU046UTYK,100,2,2,bench_press,1.1,0,0,0.28,1.4,0.3,0.6,2,,,,,,,,,
A3S0INU046UTYK,100,3,1,secretary,1.4,0,0,0.195,0.975,0.46,0.92,1.895,,,,,,,,,
A3S0INU046UTYK,100,4,5,chest_of_drawers,1.2,0,0,0.385,1.925,0.37,0.74,2.665,,,,,,,,,
A3S0INU046UTYK,100,5,3,platform_bed,1.1,0,0,0.37,1.85,0.37,0.74,2.59,,,,,,,,,
A3S0INU046UTYK,100,6,7,double_bed,2,0,0,0.285,1.425,0.81,1.62,3.045,,,,,,,,,
A3S0INU046UTYK,100,7,6,console_table,2.5,0,0,0.415,2.075,0.41,0.82,2.895,,,,,,,,,
A3S0INU046UTYK,100,8,8,dressing_table,3,0,0,0.38,1.9,0.67,1.34,3.24,,,,,,,,,
A3CIMKCMR9PD6V,100,1,7,double_bed,2,0,0,0.285,1.425,0.81,1.62,3.045,,,,,,,,,
A3CIMKCMR9PD6V,100,2,4,air_conditioner,2,0,0,0.385,1.925,0.37,0.74,2.665,,,,,,,,,
A3CIMKCMR9PD6V,100,3,8,dressing_table,3,0,0,0.38,1.9,0.67,1.34,3.24,,,,,,,,,
A3CIMKCMR9PD6V,100,4,5,chest_of_drawers,1.2,0,0,0.385,1.925,0.37,0.74,2.665,,,,,,,,,
A3CIMKCMR9PD6V,100,5,1,secretary,1.4,0,0,0.195,0.975,0.46,0.92,1.895,,,,,,,,,
A3CIMKCMR9PD6V,100,6,6,console_table,2.5,0,0,0.415,2.075,0.41,0.82,2.895,,,,,,,,,
A3CIMKCMR9PD6V,100,7,3,platform_bed,1.1,0,0,0.37,1.85,0.37,0.74,2.59,,,,,,,,,
A3CIMKCMR9PD6V,100,8,2,bench_press,1.1,0,0,0.28,1.4,0.3,0.6,2,,,,,,,,,
A3UV55HC87DO9C,100,1,5,chest_of_drawers,1.2,0,0,0.385,1.925,0.37,0.74,2.665,,,,,,,,,
A3UV55HC87DO9C,100,2,4,air_conditioner,2,0,0,0.385,1.925,0.37,0.74,2.665,,,,,,,,,
A3UV55HC87DO9C,100,3,8,dressing_table,3,0,0,0.38,1.9,0.67,1.34,3.24,,,,,,,,,
A3UV55HC87DO9C,100,4,2,bench_press,1.1,0,0,0.28,1.4,0.3,0.6,2,,,,,,,,,
A3UV55HC87DO9C,100,5,6,console_table,2.5,0,0,0.415,2.075,0.41,0.82,2.895,,,,,,,,,
A3UV55HC87DO9C,100,6,3,platform_bed,1.1,0,0,0.37,1.85,0.37,0.74,2.59,,,,,,,,,
A3UV55HC87DO9C,100,7,7,double_bed,2,0,0,0.285,1.425,0.81,1.62,3.045,,,,,,,,,
A3UV55HC87DO9C,100,8,1,secretary,1.4,0,0,0.195,0.975,0.46,0.92,1.895,,,,,,,,,
A1NOPTGGDOEZDF,100,1,7,double_bed,2,0,0,0.285,1.425,0.81,1.62,3.045,,,,,,,,,
A1NOPTGGDOEZDF,100,2,4,air_conditioner,2,0,0,0.385,1.925,0.37,0.74,2.665,,,,,,,,,
A1NOPTGGDOEZDF,100,3,2,bench_press,1.1,0,0,0.28,1.4,0.3,0.6,2,,,,,,,,,
A1NOPTGGDOEZDF,100,4,3,platform_bed,1.1,0,0,0.37,1.85,0.37,0.74,2.59,,,,,,,,,
A1NOPTGGDOEZDF,100,5,8,dressing_table,3,0,0,0.38,1.9,0.67,1.34,3.24,,,,,,,,,
A1NOPTGGDOEZDF,100,6,6,console_table,2.5,0,0,0.415,2.075,0.41,0.82,2.895,,,,,,,,,
A1NOPTGGDOEZDF,100,7,1,secretary,1.4,0,0,0.195,0.975,0.46,0.92,1.895,,,,,,,,,
A1NOPTGGDOEZDF,100,8,5,chest_of_drawers,1.2,0,0,0.385,1.925,0.37,0.74,2.665,,,,,,,,,
AEHONA1BIY9JB,100,1,4,air_conditioner,2,0,0,0.385,1.925,0.37,0.74,2.665,,,,,,,,,
AEHONA1BIY9JB,100,2,2,bench_press,1.1,0,0,0.28,1.4,0.3,0.6,2,,,,,,,,,
AEHONA1BIY9JB,100,3,3,platform_bed,1.1,0,0,0.37,1.85,0.37,0.74,2.59,,,,,,,,,
AEHONA1BIY9JB,100,4,8,dressing_table,3,0,0,0.38,1.9,0.67,1.34,3.24,,,,,,,,,
AEHONA1BIY9JB,100,5,6,console_table,2.5,0,0,0.415,2.075,0.41,0.82,2.895,,,,,,,,,
AEHONA1BIY9JB,100,6,7,double_bed,2,0,0,0.285,1.425,0.81,1.62,3.045,,,,,,,,,
AEHONA1BIY9JB,100,7,5,chest_of_drawers,1.2,0,0,0.385,1.925,0.37,0.74,2.665,,,,,,,,,
AEHONA1BIY9JB,100,8,1,secretary,1.4,0,0,0.195,0.975,0.46,0.92,1.895,,,,,,,,,
A1NP2XGDX58PSH,100,1,7,double_bed,2,0,0,0.285,1.425,0.81,1.62,3.045,,,,,,,,,
A1NP2XGDX58PSH,100,2,3,platform_bed,1.1,0,0,0.37,1.85,0.37,0.74,2.59,,,,,,,,,
A1NP2XGDX58PSH,100,3,5,chest_of_drawers,1.2,0,0,0.385,1.925,0.37,0.74,2.665,,,,,,,,,
A1NP2XGDX58PSH,100,4,8,dressing_table,3,0,0,0.38,1.9,0.67,1.34,3.24,,,,,,,,,
A1NP2XGDX58PSH,100,5,1,secretary,1.4,0,0,0.195,0.975,0.46,0.92,1.895,,,,,,,,,
A1NP2XGDX58PSH,100,6,6,console_table,2.5,0,0,0.415,2.075,0.41,0.82,2.895,,,,,,,,,
A1NP2XGDX58PSH,100,7,2,bench_press,1.1,0,0,0.28,1.4,0.3,0.6,2,,,,,,,,,
A1NP2XGDX58PSH,100,8,4,air_conditioner,2,0,0,0.385,1.925,0.37,0.74,2.665,,,,,,,,,
A18T2RB58399AD,100,1,2,bench_press,1.1,0,0,0.28,1.4,0.3,0.6,2,,,,,,,,,
A18T2RB58399AD,100,2,5,chest_of_drawers,1.2,0,0,0.385,1.925,0.37,0.74,2.665,,,,,,,,,
A18T2RB58399AD,100,3,3,platform_bed,1.1,0,0,0.37,1.85,0.37,0.74,2.59,,,,,,,,,
A18T2RB58399AD,100,4,7,double_bed,2,0,0,0.285,1.425,0.81,1.62,3.045,,,,,,,,,
A18T2RB58399AD,100,5,1,secretary,1.4,0,0,0.195,0.975,0.46,0.92,1.895,,,,,,,,,
A18T2RB58399AD,100,6,4,air_conditioner,2,0,0,0.385,1.925,0.37,0.74,2.665,,,,,,,,,
A18T2RB58399AD,100,7,6,console_table,2.5,0,0,0.415,2.075,0.41,0.82,2.895,,,,,,,,,
A18T2RB58399AD,100,8,8,dressing_table,3,0,0,0.38,1.9,0.67,1.34,3.24,,,,,,,,,
A1ME089VLGOBBI,100,1,4,air_conditioner,2,0,0,0.385,1.925,0.37,0.74,2.665,,,,,,,,,
A1ME089VLGOBBI,100,2,6,console_table,2.5,0,0,0.415,2.075,0.41,0.82,2.895,,,,,,,,,
A1ME089VLGOBBI,100,3,5,chest_of_drawers,1.2,0,0,0.385,1.925,0.37,0.74,2.665,,,,,,,,,
A1ME089VLGOBBI,100,4,1,secretary,1.4,0,0,0.195,0.975,0.46,0.92,1.895,,,,,,,,,
A1ME089VLGOBBI,100,5,2,bench_press,1.1,0,0,0.28,1.4,0.3,0.6,2,,,,,,,,,
A1ME089VLGOBBI,100,6,3,platform_bed,1.1,0,0,0.37,1.85,0.37,0.74,2.59,,,,,,,,,
A1ME089VLGOBBI,100,7,7,double_bed,2,0,0,0.285,1.425,0.81,1.62,3.045,,,,,,,,,
A1ME089VLGOBBI,100,8,8,dressing_table,3,0,0,0.38,1.9,0.67,1.34,3.24,,,,,,,,,
A16BLPK5DB2XGM,100,1,6,console_table,2.5,0,0,0.415,2.075,0.41,0.82,2.895,,,,,,,,,
A16BLPK5DB2XGM,100,2,4,air_conditioner,2,0,0,0.385,1.925,0.37,0.74,2.665,,,,,,,,,
A16BLPK5DB2XGM,100,3,2,bench_press,1.1,0,0,0.28,1.4,0.3,0.6,2,,,,,,,,,
A16BLPK5DB2XGM,100,4,5,chest_of_drawers,1.2,0,0,0.385,1.925,0.37,0.74,2.665,,,,,,,,,
A16BLPK5DB2XGM,100,5,8,dressing_table,3,0,0,0.38,1.9,0.67,1.34,3.24,,,,,,,,,
A16BLPK5DB2XGM,100,6,1,secretary,1.4,0,0,0.195,0.975,0.46,0.92,1.895,,,,,,,,,
A16BLPK5DB2XGM,100,7,3,platform_bed,1.1,0,0,0.37,1.85,0.37,0.74,2.59,,,,,,,,,
A16BLPK5DB2XGM,100,8,7,double_bed,2,0,0,0.285,1.425,0.81,1.62,3.045,,,,,,,,,
ATDTDYACIYC97,100,1,4,air_conditioner,2,0,0,0.385,1.925,0.37,0.74,2.665,,,,,,,,,
ATDTDYACIYC97,100,2,7,double_bed,2,0,0,0.285,1.425,0.81,1.62,3.045,,,,,,,,,
ATDTDYACIYC97,100,3,8,dressing_table,3,0,0,0.38,1.9,0.67,1.34,3.24,,,,,,,,,
ATDTDYACIYC97,100,4,6,console_table,2.5,0,0,0.415,2.075,0.41,0.82,2.895,,,,,,,,,
ATDTDYACIYC97,100,5,2,bench_press,1.1,0,0,0.28,1.4,0.3,0.6,2,,,,,,,,,
ATDTDYACIYC97,100,6,1,secretary,1.4,0,0,0.195,0.975,0.46,0.92,1.895,,,,,,,,,
ATDTDYACIYC97,100,7,3,platform_bed,1.1,0,0,0.37,1.85,0.37,0.74,2.59,,,,,,,,,
ATDTDYACIYC97,100,8,5,chest_of_drawers,1.2,0,0,0.385,1.925,0.37,0.74,2.665,,,,,,,,,
A318QP0E1HS9DX,100,1,2,bench_press,1.1,0,0,0.28,1.4,0.3,0.6,2,,,,,,,,,
A318QP0E1HS9DX,100,2,5,chest_of_drawers,1.2,0,0,0.385,1.925,0.37,0.74,2.665,,,,,,,,,
A318QP0E1HS9DX,100,3,4,air_conditioner,2,0,0,0.385,1.925,0.37,0.74,2.665,,,,,,,,,
A318QP0E1HS9DX,100,4,1,secretary,1.4,0,0,0.195,0.975,0.46,0.92,1.895,,,,,,,,,
A318QP0E1HS9DX,100,5,3,platform_bed,1.1,0,0,0.37,1.85,0.37,0.74,2.59,,,,,,,,,
A318QP0E1HS9DX,100,6,6,console_table,2.5,0,0,0.415,2.075,0.41,0.82,2.895,,,,,,,,,
A318QP0E1HS9DX,100,7,8,dressing_table,3,0,0,0.38,1.9,0.67,1.34,3.24,,,,,,,,,
A318QP0E1HS9DX,100,8,7,double_bed,2,0,0,0.285,1.425,0.81,1.62,3.045,,,,,,,,,
A3RLZWU3PU2BY8,100,1,4,air_conditioner,2,0,0,0.385,1.925,0.37,0.74,2.665,,,,,,,,,
A3RLZWU3PU2BY8,100,2,2,bench_press,1.1,0,0,0.28,1.4,0.3,0.6,2,,,,,,,,,
A3RLZWU3PU2BY8,100,3,7,double_bed,2,0,0,0.285,1.425,0.81,1.62,3.045,,,,,,,,,
A3RLZWU3PU2BY8,100,4,3,platform_bed,1.1,0,0,0.37,1.85,0.37,0.74,2.59,,,,,,,,,
A3RLZWU3PU2BY8,100,5,8,dressing_table,3,0,0,0.38,1.9,0.67,1.34,3.24,,,,,,,,,
A3RLZWU3PU2BY8,100,6,6,console_table,2.5,0,0,0.415,2.075,0.41,0.82,2.895,,,,,,,,,
